vehicles,vehicleOperable,numVehicles,pickup.city,pickup.state,delivery.city,delivery.state,truckMiles,price,price_per_mile,rv,van,travel trailer,car,atv,suv,pickup,other,motorcycle,heavy equipment,boat
Car,False,1,pensacola,FL,kent,WA,2812.5,900.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,miramar beach,FL,seattle,WA,2812.5,900.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,hattiesburg,MS,spanaway,WA,2666.666666666667,800.0,0.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,marietta,GA,sherwood,OR,2666.6666666666665,1200.0,0.45,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,decatur,GA,portland,OR,2631.578947368421,1000.0,0.38000000000000006,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,alpharetta,GA,portland,OR,2647.0588235294117,900.0,0.34,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,birmingham,AL,vancouver,WA,2578.125,825.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ellenwood,GA,beaverton,OR,2656.25,850.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Other,False,1,snellville,GA,seattle,WA,2714.2857142857147,950.0,0.3499999999999999,0,0,0,0,0,0,0,1,0,0,0
SUV,False,1,riverdale,GA,puyallup,WA,2714.2857142857147,950.0,0.3499999999999999,0,0,0,0,0,1,0,0,0,0,0
Coupe,False,0,ellenwood,GA,tacoma,WA,2676.470588235294,910.0,0.33999999999999997,0,0,0,0,0,0,0,0,0,0,0
SUV,False,1,villa rica,GA,kent,WA,2727.272727272727,900.0,0.33,0,0,0,0,0,1,0,0,0,0,0
Convertible,False,0,pine mountain valley,GA,seattle,WA,2822.5806451612902,875.0,0.31,0,0,0,0,0,0,0,0,0,0,0
SUV,False,1,atlanta,GA,olympia,WA,2727.2727272727275,1200.0,0.43999999999999995,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,atlanta,GA,bellevue,WA,2682.9268292682927,1100.0,0.41,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,atlanta,GA,seattle,WA,2702.702702702703,1000.0,0.37,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,riverdale,GA,puyallup,WA,2714.2857142857147,950.0,0.3499999999999999,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,villa rica,GA,kent,WA,2727.272727272727,900.0,0.33,0,0,0,0,0,1,0,0,0,0,0
Pickup Full-size,False,0,beryl,AR,phoenix,AZ,1313.1313131313132,1300.0,0.99,0,0,0,0,0,0,0,0,0,0,0
Car,False,1,conway,AR,scottsdale,AZ,1311.4754098360656,800.0,0.61,0,0,0,1,0,0,0,0,0,0,0
Other,False,1,conway,AR,tucson,AZ,1296.2962962962963,700.0,0.54,0,0,0,0,0,0,0,1,0,0,0
SUV,False,1,little rock,AR,oro valley,AZ,1283.0188679245282,680.0,0.53,0,0,0,0,0,1,0,0,0,0,0
Car,True,1,conway,AR,tuscon,AZ,1300.0,650.0,0.5,0,0,0,1,0,0,0,0,0,0,0
Pickup Full-size,False,0,beryl,AR,phoenix,AZ,1313.1313131313132,1300.0,0.99,0,0,0,0,0,0,0,0,0,0,0
SUV,False,1,little rock,AR,oro valley,AZ,1283.0188679245282,680.0,0.53,0,0,0,0,0,1,0,0,0,0,0
w 6.75 h 6.5 l 19.9,False,0,marion,AR,tucson,AZ,1400.0,700.0,0.5,0,0,0,0,0,0,0,0,0,0,0
Car,False,1,conway,AR,tucson,AZ,1282.051282051282,500.0,0.39,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,vilonia,AR,surprise,AZ,1315.7894736842104,500.0,0.38000000000000006,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,little rock,AR,phoenix,AZ,1321.4285714285716,925.0,0.7,0,0,0,0,0,0,1,0,0,0,0
Other,False,1,conway,AR,tucson,AZ,1296.2962962962963,700.0,0.54,0,0,0,0,0,0,0,1,0,0,0
SUV,False,1,fayetteville,AR,oracle,AZ,1219.5121951219512,500.0,0.41000000000000003,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,conway,AR,tucson,AZ,1282.051282051282,500.0,0.39,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,vilonia,AR,surprise,AZ,1315.7894736842104,500.0,0.38000000000000006,0,0,0,0,0,1,0,0,0,0,0
Pickup Full-size,False,0,beryl,AR,phoenix,AZ,1313.1313131313132,1300.0,0.99,0,0,0,0,0,0,0,0,0,0,0
Pickup,False,1,little rock,AR,phoenix,AZ,1321.4285714285716,925.0,0.7,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,prairie grove,AR,gilbert,AZ,1209.6774193548388,750.0,0.62,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,memphis,TN,phoenix,AZ,1410.2564102564102,550.0,0.39,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,vilonia,AR,surprise,AZ,1315.7894736842104,500.0,0.38000000000000006,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,scott,AR,san diego,CA,1681.8181818181818,925.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,san diego,CA,1666.6666666666665,750.0,0.45000000000000007,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scott,AR,panorama city,CA,1710.5263157894738,650.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,little rock,AR,sun valley,CA,1666.6666666666667,600.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,little rock,AR,san diego,CA,1691.1764705882351,575.0,0.34,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tulsa,OK,benicia,CA,1734.6938775510205,850.0,0.49,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tulsa,OK,san francisco,CA,1739.1304347826085,800.0,0.46,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,bentonville,AR,sunnyvale,CA,1818.1818181818182,800.0,0.44,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,lincoln,AR,sacramento,CA,1860.46511627907,800.0,0.43,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,bentonville,AR,san francisco,CA,1857.142857142857,780.0,0.42,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,marion,AR,rosemead,CA,1785.7142857142856,1000.0,0.56,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,cherry valley,AR,fontana,CA,1704.5454545454545,750.0,0.44,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,memphis,TN,midway city,CA,1829.268292682927,750.0,0.41,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,memphis,TN,santa fe springs,CA,1805.5555555555557,650.0,0.36,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,memphis,TN,santa fe springs,CA,1805.5555555555557,650.0,0.36,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,longview,TX,cerritos,CA,1585.3658536585367,650.0,0.41,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,marshall,TX,van nuys,CA,1602.5641025641025,625.0,0.39,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scott,AR,panorama city,CA,1710.5263157894738,650.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,little rock,AR,sun valley,CA,1666.6666666666667,600.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Sedan Large,False,1,bradley,AR,los angeles,CA,1666.6666666666667,600.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scott,AR,san diego,CA,1681.8181818181818,925.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,jackson,MS,san diego,CA,1770.8333333333335,850.0,0.48,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,san diego,CA,1666.6666666666665,750.0,0.45000000000000007,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,benton,AR,camp pendleton,CA,1714.2857142857144,600.0,0.35,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,little rock,AR,san diego,CA,1691.1764705882351,575.0,0.34,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,ozark,MO,orlando,FL,1111.111111111111,500.0,0.45,0,0,0,0,0,0,1,0,0,0,0
SUV Large,False,0,conway,AR,apollo beach,FL,1011.3636363636364,445.0,0.44,0,0,0,0,0,0,0,0,0,0,0
SUV Small,False,0,jacksonville,AR,tampa,FL,930.232558139535,400.0,0.43,0,0,0,0,0,0,0,0,0,0,0
Sedan Midsize,False,1,bryant,AR,tampa,FL,988.3720930232558,425.0,0.43,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,north little rock,AR,orlando,FL,897.4358974358975,350.0,0.39,0,0,0,0,0,0,1,0,0,0,0
Car,True,1,longview,TX,winter haven,FL,980.3921568627451,500.0,0.51,0,0,0,1,0,0,0,0,0,0,0
Convertible,False,0,texarkana,TX,orlando,FL,1000.0,450.0,0.45,0,0,0,0,0,0,0,0,0,0,0
Car,True,1,greenwood,LA,port saint lucie,FL,1022.7272727272727,450.0,0.44,0,0,0,1,0,0,0,0,0,0,0
Car,True,1,greenwood,LA,riverview,FL,930.232558139535,400.0,0.43,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,texarkana,AR,orlando,FL,975.609756097561,400.0,0.41,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,salem,MO,chicago,IL,423.07692307692304,275.0,0.65,0,0,0,1,0,0,0,0,0,0,0
Van,False,1,rogersville,MO,des plaines,IL,509.25925925925924,275.0,0.54,0,1,0,0,0,0,0,0,0,0,0
Coupe,False,0,kimberling city,MO,lake zurich,IL,576.9230769230769,300.0,0.52,0,0,0,0,0,0,0,0,0,0,0
SUV Large,False,0,branson,MO,glendale heights,IL,550.0,275.0,0.5,0,0,0,0,0,0,0,0,0,0,0
Car,False,1,jonesboro,AR,villa park,IL,520.8333333333334,250.0,0.48,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,greenwood,AR,addison,IL,727.2727272727273,400.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,fort smith,AR,oak forest,IL,694.4444444444443,375.0,0.54,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,lincoln,AR,chicago,IL,660.377358490566,350.0,0.53,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,broken arrow,OK,summit argo,IL,686.2745098039215,350.0,0.51,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tulsa,OK,addison,IL,691.4893617021277,325.0,0.47,0,0,0,1,0,0,0,0,0,0,0
Van,True,1,memphis,TN,shelbyville,IN,485.43689320388347,500.0,1.03,0,1,0,0,0,0,0,0,0,0,0
SUV,False,1,searcy,AR,la grange,KY,500.0,500.0,1.0,0,0,0,0,0,1,0,0,0,0,0
Sedan Midsize,True,1,ward,AR,miamisburg,OH,654.7619047619048,550.0,0.84,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,fayetteville,AR,mount olivet,KY,715.1898734177215,565.0,0.79,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,clarksville,AR,sellersburg,IN,625.0,450.0,0.72,0,0,0,0,0,0,1,0,0,0,0
SUV,True,1,scott,AR,washington,DC,1014.4927536231885,700.0,0.69,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,jonesboro,AR,gloucester,VA,952.3809523809524,600.0,0.63,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,scott,AR,philadelphia,PA,1187.5,475.0,0.4,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,scott,AR,baltimore,MD,1041.6666666666667,375.0,0.36,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,benton,AR,glen burnie,MD,1093.75,350.0,0.32,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,springfield,MO,mount clemens,MI,769.2307692307692,500.0,0.65,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,rogersville,MO,dearborn,MI,737.7049180327868,450.0,0.61,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,prairie grove,AR,detroit,MI,916.6666666666667,550.0,0.6,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,bentonville,AR,redford,MI,892.8571428571428,500.0,0.56,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,rogersville,MO,dearborn,MI,740.7407407407406,400.0,0.54,0,0,0,0,0,1,0,0,0,0,0
Pickup Full-size,True,0,conway,AR,detroit,MI,882.3529411764705,600.0,0.68,0,0,0,0,0,0,0,0,0,0,0
Car,True,1,scott,AR,detroit,MI,882.3529411764706,450.0,0.51,0,0,0,1,0,0,0,0,0,0,0
SUV,True,1,conway,AR,detroit,MI,918.3673469387755,450.0,0.49,0,0,0,0,0,1,0,0,0,0,0
SUV,True,1,conway,AR,farmington,MI,918.3673469387755,450.0,0.49,0,0,0,0,0,1,0,0,0,0,0
Car,True,1,scott,AR,detroit,MI,892.8571428571429,375.0,0.42,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,lincoln,AR,saint paul,MN,688.4057971014494,475.0,0.69,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,rogers,AR,minneapolis,MN,661.7647058823529,450.0,0.68,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,springfield,MO,minneapolis,MN,606.060606060606,400.0,0.66,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,springfield,MO,wayzata,MN,625.0,400.0,0.64,0,0,0,0,0,1,0,0,0,0,0
SUV,True,1,prairie grove,AR,blaine,MN,701.7543859649123,400.0,0.57,0,0,0,0,0,1,0,0,0,0,0
Car,True,1,little rock,AR,jonesboro,AR,144.62809917355372,175.0,1.21,0,0,0,1,0,0,0,0,0,0,0
Pickup,True,1,conway,AR,saint james,MO,301.7241379310345,350.0,1.16,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,russellville,AR,collierville,TN,234.375,225.0,0.96,0,0,0,0,0,0,1,0,0,0,0
SUV,True,1,scott,AR,malden,MO,240.96385542168676,200.0,0.83,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,conway,AR,sikeston,MO,288.46153846153845,225.0,0.78,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,north little rock,AR,merriam,KS,428.5714285714286,300.0,0.7,0,0,0,0,0,0,1,0,0,0,0
"Car, Pickup",False,2,searcy,AR,belton,MO,847.4576271186442,500.0,0.59,0,0,0,1,0,0,1,0,0,0,0
Car,False,1,north little rock,AR,kansas city,MO,438.5964912280702,250.0,0.57,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,little rock,AR,overland park,KS,438.5964912280702,250.0,0.57,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,north little rock,AR,belton,MO,394.7368421052632,225.0,0.57,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,memphis,TN,linden,NJ,1071.4285714285713,600.0,0.56,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,memphis,TN,linden,NJ,1071.4285714285716,450.0,0.41999999999999993,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,memphis,TN,newark,NJ,1089.7435897435896,425.0,0.39000000000000007,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,memphis,TN,jersey city,NJ,1105.2631578947369,420.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,memphis,TN,bayonne,NJ,1081.081081081081,400.0,0.37,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,elizabethville,PA,1111.111111111111,500.0,0.45,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,linden,NJ,1283.7837837837837,475.0,0.37,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,newark,NJ,1250.0,450.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,linden,NJ,1250.0,400.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,conway,AR,linden,NJ,1250.0,400.0,0.32,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,texarkana,AR,perkiomenville,PA,1293.103448275862,750.0,0.58,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,jefferson,TX,belle mead,NJ,1395.3488372093022,600.0,0.43000000000000005,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,longview,TX,irvington,NJ,1447.3684210526317,550.0,0.37999999999999995,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,greenwood,LA,linden,NJ,1428.5714285714287,500.0,0.35,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,longview,TX,roselle,NJ,1470.5882352941176,500.0,0.34,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,hot springs national park,AR,etowah,NC,722.8915662650603,600.0,0.83,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,n little rock,AR,greenville,SC,655.7377049180328,400.0,0.61,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,white hall,AR,pooler,GA,787.037037037037,425.0,0.54,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scott,AR,savannah,GA,754.7169811320755,400.0,0.53,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,north little rock,AR,savannah,GA,750.0,375.0,0.5,0,0,0,1,0,0,0,0,0,0,0
Other,False,1,springfield,MO,draper,UT,1262.135922330097,1300.0,1.03,0,0,0,0,0,0,0,1,0,0,0
Car,False,1,springfield,MO,lehi,UT,1272.7272727272725,700.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tulsa,OK,salt lake city,UT,1227.2727272727273,675.0,0.55,0,0,0,1,0,0,0,0,0,0,0
SUV Small,False,0,centerton,AR,north ogden,UT,1300.0,650.0,0.5,0,0,0,0,0,0,0,0,0,0,0
Car,False,1,Collinsville,OK,Salt Lake City,UT,1224.4897959183675,600.0,0.48999999999999994,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,little rock,AR,richmond,VA,961.5384615384615,750.0,0.78,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,jonesboro,AR,gloucester,VA,952.3809523809524,600.0,0.63,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,cabot,AR,wake forest,NC,882.3529411764706,450.0,0.51,0,0,0,1,0,0,0,0,0,0,0
Sedan Small,False,1,hot springs national park,AR,providence forge,VA,1041.6666666666667,500.0,0.48,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,rogers,AR,portsmouth,VA,1250.0,600.0,0.48,0,0,0,1,0,0,0,0,0,0,0
Sedan Small,False,1,eureka spgs,AR,kent,WA,2129.6296296296296,1150.0,0.54,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,springdale,AR,sunnyside,WA,1938.7755102040817,950.0,0.49,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,bentonville,AR,seattle,WA,2093.0232558139537,900.0,0.42999999999999994,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,springfield,MO,snoqualmie,WA,2051.2820512820513,800.0,0.39,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,prescott,KS,tacoma,WA,1973.6842105263158,750.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scottsdale,AZ,huntsville,AL,1627.906976744186,700.0,0.43,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scottsdale,AZ,birmingham,AL,1710.5263157894738,650.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Sedan Small,False,1,phoenix,AZ,huntsville,AL,1666.6666666666667,600.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,chandler,AZ,hoover,AL,1666.6666666666665,550.0,0.33,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,gilbert,AZ,tallapoosa,GA,1785.7142857142856,500.0,0.28,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scottsdale,AZ,huntsville,AL,1627.906976744186,700.0,0.43,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,bessemer,AL,1578.9473684210527,600.0,0.38,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,arrington,TN,1621.6216216216217,600.0,0.37,0,0,0,1,0,0,0,0,0,0,0
"Car, Pickup",False,2,chandler,AZ,antioch,TN,3333.3333333333335,1200.0,0.36,0,0,0,1,0,0,1,0,0,0,0
Sedan Small,False,1,phoenix,AZ,huntsville,AL,1666.6666666666667,600.0,0.36,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scottsdale,AZ,tulsa,OK,1048.3870967741937,650.0,0.6199999999999999,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,chandler,AZ,tulsa,OK,1060.0,477.0,0.45,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,surprise,AZ,tulsa,OK,1125.0,450.0,0.4,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,surprise,AZ,springfield,MO,1285.7142857142858,450.0,0.35,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,chandler,AZ,springfield,MO,1250.0,300.0,0.24,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ashland,VA,hammond,IN,762.7118644067797,450.0,0.59,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ashland,VA,elmhurst,IL,800.0,400.0,0.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ashland,VA,hammond,IN,760.8695652173913,350.0,0.46,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ashland,VA,hammond,IN,760.8695652173913,350.0,0.46,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,ashland,VA,hammond,IN,760.8695652173913,350.0,0.46,0,0,0,1,0,0,0,0,0,0,0
Van,False,1,tucson,AZ,phoenix,AZ,114.28571428571429,200.0,1.75,0,1,0,0,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,phoenix,AZ,117.1875,150.0,1.28,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,laveen,AZ,123.76237623762376,125.0,1.01,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,tucson,AZ,phoenix,AZ,130.6818181818182,115.0,0.88,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,douglas,AZ,phoenix,AZ,253.1645569620253,200.0,0.79,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,phoenix,AZ,phoenix,AZ,12.987012987012987,50.0,3.85,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,coolidge,AZ,mesa,AZ,48.0,60.0,1.25,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,phoenix,AZ,117.1875,150.0,1.28,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,laveen,AZ,123.76237623762376,125.0,1.01,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tucson,AZ,glendale,AZ,128.2051282051282,100.0,0.78,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,lake havasu city,AZ,carson,CA,294.11764705882354,300.0,1.02,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,las vegas,NV,escondido,CA,312.5,300.0,0.96,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,las vegas,NV,escondido,CA,308.641975308642,250.0,0.81,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,henderson,NV,lakeside,CA,338.98305084745766,200.0,0.59,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,las vegas,NV,oceanside,CA,315.7894736842106,180.0,0.57,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,phoenix,AZ,fremont,CA,727.2727272727273,400.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tempe,AZ,milpitas,CA,727.2727272727273,400.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,phoenix,AZ,sunnyvale,CA,729.1666666666667,350.0,0.4799999999999999,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,chandler,AZ,san jose,CA,731.7073170731708,300.0,0.41,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,chandler,AZ,san jose,CA,731.7073170731708,300.0,0.41,0,0,0,1,0,0,0,0,0,0,0
Van,False,1,excelsior springs,MO,hayward,CA,1829.268292682927,1500.0,0.82,0,1,0,0,0,0,0,0,0,0,0
Pickup,False,1,belton,MO,roseville,CA,1727.272727272727,950.0,0.55,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,belton,MO,san mateo,CA,1851.8518518518517,1000.0,0.54,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,kansas city,MO,hayward,CA,1808.5106382978724,850.0,0.47,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,kansas city,MO,hayward,CA,1812.5,725.0,0.4,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,phoenix,AZ,arvada,CO,819.672131147541,500.0,0.61,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,phoenix,AZ,wheat ridge,CO,816.3265306122449,400.0,0.49,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tempe,AZ,denver,CO,851.0638297872341,400.0,0.47,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tempe,AZ,wheat ridge,CO,869.5652173913043,400.0,0.46,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,scottsdale,AZ,denver,CO,813.953488372093,350.0,0.43,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,tolleson,AZ,ocoee,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,phoenix,AZ,winter garden,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,peoria,AZ,orlando,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,ocoee,FL,2200.0,550.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,orlando,FL,2200.0,550.0,0.25,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,tolleson,AZ,jacksonville,FL,2083.3333333333335,750.0,0.36,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,tempe,AZ,fleming island,FL,2083.3333333333335,750.0,0.36,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,tempe,AZ,jacksonville,FL,2068.9655172413795,600.0,0.29,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,tolleson,AZ,neptune beach,FL,2068.9655172413795,600.0,0.29,0,0,0,1,0,0,0,0,0,0,0
SUV Small,False,0,mesa,AZ,st augustine,FL,2115.3846153846152,550.0,0.26,0,0,0,0,0,0,0,0,0,0,0
SUV,False,1,tolleson,AZ,ocoee,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,peoria,AZ,orlando,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,phoenix,AZ,winter garden,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,orlando,FL,2200.0,550.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,ocoee,FL,2200.0,550.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,mesa,AZ,fort lauderdale,FL,2307.6923076923076,600.0,0.26,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,phoenix,AZ,miami,FL,2403.846153846154,625.0,0.26,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,chandler,AZ,fort lauderdale,FL,2400.0,600.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,fort lauderdale,FL,2400.0,600.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,phoenix,AZ,miami,FL,2400.0,600.0,0.25,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,peoria,AZ,orlando,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,tolleson,AZ,ocoee,FL,2142.8571428571427,600.0,0.28,0,0,0,0,0,1,0,0,0,0,0
